"ID","Sexe","Age","Commune","Connaissance_Produits","Disponibilite_Produits","Frequence_Achat","Depense_Moyenne_Mois","Qualite_Service","Satisfaction_Globale","Interet_Nouveau_Service","Caracteristiques_Recherchees","Support_Info","Importance_Disponibilite","Importance_Qualite","Importance_Prix","Importance_Image","Willingness_to_Pay","Commentaires"
325,"Femme",28,"Dakar-Plateau","Oui",4,"Souvent",16789,5,3,"Oui","Offre personnalisée","Affichage campus",5,4,3,1,13949,"Offrir un essai gratuit."
326,"Femme",23,"Parcelles Assainies","Non",3,"Jamais",10298,4,4,"Oui","Sécurité","Bouche-à-oreille",5,4,4,1,14491,"Offrir un essai gratuit."
327,"Homme",22,"Patte d'Oie","Non",3,"Parfois",10148,5,5,"Oui","Livraison rapide","Réseaux sociaux",4,3,5,5,15284,"Bonne initiative pour les étudiants."
328,"Femme",20,"Parcelles Assainies","Oui",5,"Parfois",10164,1,1,"Non","Livraison rapide","Email",1,4,4,1,6573,"Améliorer la qualité du service."
329,"Femme",22,"Yoff","Oui",2,"Souvent",20594,2,2,"Oui","Prix bas","SMS",2,5,4,4,16159,"Offrir un essai gratuit."
330,"Homme",21,"Grand Dakar","Non",1,"Rarement",4044,3,4,"Oui","Sécurité","Bouche-à-oreille",1,4,1,1,10474,"Bonne initiative pour les étudiants."
331,"Homme",24,"Patte d'Oie","Oui",5,"Très souvent",22854,5,5,"Non","Offre personnalisée","Réseaux sociaux",5,3,4,4,11051,"Ajouter plus de fonctionnalités."
332,"Femme",23,"Dakar-Plateau","Oui",3,"Souvent",17498,3,4,"Oui","Offre personnalisée","Affichage campus",5,1,4,4,14058,"Améliorer la qualité du service."
333,"Homme",22,"Parcelles Assainies","Non",5,"Rarement",12888,2,2,"Oui","Livraison rapide","Affichage campus",2,4,3,5,9801,"Améliorer la qualité du service."
334,"Homme",21,"Dakar-Plateau","Oui",3,"Parfois",18401,3,4,"Non","Offre personnalisée","Affichage campus",5,4,5,5,12731,"Ajouter plus de fonctionnalités."
335,"Femme",20,"Ngor","Oui",3,"Souvent",15604,3,2,"Oui","Livraison rapide","SMS",5,1,1,1,8400,"Bonne initiative pour les étudiants."
336,"Femme",21,"Fann-Point E-Amitié","Oui",2,"Très souvent",19902,5,5,"Oui","Offre personnalisée","Email",4,3,1,1,17985,"Améliorer la qualité du service."
337,"Homme",21,"Ouakam","Oui",4,"Souvent",15163,2,2,"Non","Prix bas","Affichage campus",3,4,4,5,9212,"Améliorer la qualité du service."
338,"Homme",27,"Hann Bel-Air","Oui",1,"Parfois",23739,4,4,"Oui","Sécurité","Affichage campus",2,5,1,4,18876,"Offrir un essai gratuit."
339,"Homme",23,"Gueule Tapée-Fass-Colobane","Oui",2,"Parfois",17586,1,1,"Oui","Interface simple","Affichage campus",2,2,3,4,8847,"Offrir un essai gratuit."
340,"Homme",24,"Hann Bel-Air","Non",4,"Jamais",8223,2,2,"Non","Prix bas","Bouche-à-oreille",1,5,2,1,7451,"Bonne initiative pour les étudiants."
341,"Femme",23,"Mermoz-Sacré-Cœur","Oui",4,"Souvent",15111,5,5,"Oui","Sécurité","Affichage campus",3,5,4,4,11302,"Améliorer la qualité du service."
342,"Femme",20,"Parcelles Assainies","Oui",2,"Souvent",10471,5,5,"Oui","Offre personnalisée","Affichage campus",5,2,5,2,10793,"Rendre les prix plus abordables."
343,"Homme",26,"Ngor","Non",3,"Rarement",6108,1,2,"Oui","Livraison rapide","SMS",5,2,5,5,7125,"Offrir un essai gratuit."
344,"Femme",21,"Grand Dakar","Oui",4,"Souvent",17237,2,2,"Oui","Prix bas","Email",3,1,5,5,10792,"Offrir un essai gratuit."
345,"Femme",19,"Ouakam","Oui",5,"Parfois",19591,3,3,"Oui","Sécurité","Bouche-à-oreille",5,3,5,2,13511,"Offrir un essai gratuit."
346,"Femme",27,"Dakar-Plateau","Oui",3,"Souvent",13954,3,3,"Non","Sécurité","Affichage campus",3,2,4,1,9579,"Rendre les prix plus abordables."
347,"Homme",29,"Dakar-Plateau","Non",4,"Rarement",10212,3,1,"Non","Interface simple","Affichage campus",2,2,5,1,2038,"Rendre les prix plus abordables."
348,"Femme",19,"Fann-Point E-Amitié","Oui",4,"Parfois",14592,2,2,"Non","Prix bas","Affichage campus",4,1,4,5,7481,"Ajouter plus de fonctionnalités."
349,"Femme",24,"Hann Bel-Air","Oui",5,"Très souvent",10798,2,2,"Oui","Livraison rapide","Affichage campus",3,3,4,2,9706,"Ajouter plus de fonctionnalités."
350,"Homme",24,"Grand Dakar","Oui",3,"Parfois",19812,3,3,"Oui","Livraison rapide","Bouche-à-oreille",3,5,2,5,15923,"Ajouter plus de fonctionnalités."
351,"Femme",22,"Patte d'Oie","Non",5,"Rarement",10985,1,1,"Non","Livraison rapide","SMS",2,1,4,1,3117,"Bonne initiative pour les étudiants."
352,"Homme",21,"Dakar-Plateau","Oui",5,"Parfois",10619,4,5,"Non","Livraison rapide","Affichage campus",5,5,4,2,11184,"Améliorer la qualité du service."
353,"Femme",22,"Fann-Point E-Amitié","Oui",2,"Souvent",14504,3,5,"Non","Livraison rapide","Affichage campus",5,1,3,5,12199,"Offrir un essai gratuit."
354,"Femme",22,"Patte d'Oie","Oui",2,"Très souvent",21189,4,5,"Non","Sécurité","Réseaux sociaux",5,4,1,3,11610,"Bonne initiative pour les étudiants."
355,"Homme",22,"Grand Dakar","Non",4,"Rarement",11151,4,5,"Oui","Livraison rapide","Bouche-à-oreille",3,5,5,5,9461,"Offrir un essai gratuit."
356,"Homme",22,"Dakar-Plateau","Non",3,"Jamais",11305,4,4,"Non","Offre personnalisée","Email",3,4,4,1,6491,"Offrir un essai gratuit."
357,"Homme",19,"Fann-Point E-Amitié","Oui",1,"Souvent",18669,3,3,"Oui","Livraison rapide","Email",3,2,1,3,13798,"Bonne initiative pour les étudiants."
358,"Femme",18,"Mermoz-Sacré-Cœur","Oui",2,"Souvent",19507,4,5,"Non","Offre personnalisée","Email",4,2,1,2,12437,"Rendre les prix plus abordables."
359,"Femme",21,"Parcelles Assainies","Oui",3,"Souvent",21825,5,5,"Oui","Livraison rapide","Bouche-à-oreille",3,5,2,3,20452,"Bonne initiative pour les étudiants."
360,"Homme",28,"Parcelles Assainies","Non",5,"Parfois",11372,3,3,"Oui","Livraison rapide","Email",4,4,4,5,9951,"Ajouter plus de fonctionnalités."
361,"Femme",19,"Ouakam","Oui",2,"Parfois",11490,2,3,"Oui","Livraison rapide","Affichage campus",5,1,2,5,12934,"Offrir un essai gratuit."
362,"Femme",21,"Grand Dakar","Oui",1,"Parfois",15550,4,3,"Non","Livraison rapide","Affichage campus",1,4,5,4,9632,"Bonne initiative pour les étudiants."
363,"Homme",27,"Hann Bel-Air","Oui",5,"Très souvent",18209,2,1,"Oui","Prix bas","Bouche-à-oreille",4,2,5,2,11497,"Rendre les prix plus abordables."
364,"Femme",20,"Dakar-Plateau","Oui",3,"Très souvent",16564,4,5,"Oui","Sécurité","Affichage campus",4,3,2,1,14250,"Ajouter plus de fonctionnalités."
365,"Femme",21,"Mermoz-Sacré-Cœur","Oui",5,"Très souvent",8283,4,4,"Oui","Sécurité","Bouche-à-oreille",2,2,1,2,7685,"Ajouter plus de fonctionnalités."
366,"Homme",23,"Yoff","Non",2,"Rarement",13842,2,2,"Oui","Prix bas","Réseaux sociaux",5,2,4,4,8531,"Bonne initiative pour les étudiants."
367,"Femme",21,"Ngor","Oui",2,"Souvent",21058,1,2,"Oui","Livraison rapide","SMS",2,5,5,3,15206,"Rendre les prix plus abordables."
368,"Femme",24,"Patte d'Oie","Non",4,"Rarement",8907,2,2,"Oui","Livraison rapide","SMS",3,2,3,2,13111,"Améliorer la qualité du service."
369,"Femme",21,"Fann-Point E-Amitié","Oui",5,"Parfois",11110,4,3,"Non","Offre personnalisée","Bouche-à-oreille",4,5,3,5,8643,"Améliorer la qualité du service."
370,"Femme",21,"Yoff","Oui",1,"Souvent",17864,3,3,"Oui","Offre personnalisée","SMS",5,5,2,1,14435,"Bonne initiative pour les étudiants."
371,"Femme",23,"Gueule Tapée-Fass-Colobane","Oui",5,"Parfois",16365,2,1,"Non","Prix bas","Affichage campus",3,5,2,4,3142,"Offrir un essai gratuit."
372,"Femme",21,"Patte d'Oie","Oui",3,"Très souvent",19687,3,3,"Non","Offre personnalisée","Réseaux sociaux",3,5,1,3,12971,"Améliorer la qualité du service."
373,"Homme",21,"Fann-Point E-Amitié","Non",1,"Rarement",5739,2,2,"Oui","Prix bas","Affichage campus",4,2,4,5,8669,"Améliorer la qualité du service."
374,"Femme",24,"Dakar-Plateau","Oui",4,"Très souvent",10936,4,3,"Non","Offre personnalisée","Email",1,5,5,5,6383,"Rendre les prix plus abordables."
375,"Homme",28,"Ngor","Oui",1,"Très souvent",14980,5,5,"Oui","Sécurité","Réseaux sociaux",5,3,2,2,16634,"Bonne initiative pour les étudiants."
376,"Homme",27,"Ngor","Oui",1,"Très souvent",16445,5,4,"Non","Livraison rapide","Réseaux sociaux",2,5,1,2,12887,"Améliorer la qualité du service."
377,"Homme",24,"Mermoz-Sacré-Cœur","Non",2,"Rarement",10102,1,2,"Non","Prix bas","Affichage campus",2,3,4,4,5711,"Offrir un essai gratuit."
378,"Femme",27,"Ouakam","Oui",3,"Très souvent",16875,4,4,"Non","Livraison rapide","Email",5,3,3,1,11357,"Ajouter plus de fonctionnalités."
379,"Femme",22,"Ouakam","Oui",3,"Parfois",14627,3,2,"Non","Prix bas","Affichage campus",2,1,3,2,8879,"Offrir un essai gratuit."
380,"Homme",27,"Hann Bel-Air","Non",4,"Parfois",11381,3,3,"Oui","Sécurité","Email",1,1,4,5,12919,"Offrir un essai gratuit."
381,"Homme",24,"Parcelles Assainies","Oui",3,"Parfois",5328,2,2,"Oui","Interface simple","Email",2,5,4,2,9769,"Ajouter plus de fonctionnalités."
382,"Homme",29,"Ngor","Non",4,"Rarement",7626,3,3,"Oui","Sécurité","Réseaux sociaux",5,3,2,2,11885,"Améliorer la qualité du service."
383,"Femme",26,"Hann Bel-Air","Oui",1,"Très souvent",21032,3,3,"Non","Sécurité","Bouche-à-oreille",2,2,1,4,10967,"Rendre les prix plus abordables."
384,"Homme",25,"Yoff","Oui",3,"Parfois",19940,4,4,"Oui","Sécurité","Réseaux sociaux",5,4,5,5,17650,"Offrir un essai gratuit."
385,"Homme",21,"Gueule Tapée-Fass-Colobane","Oui",5,"Parfois",17587,2,2,"Oui","Interface simple","Bouche-à-oreille",5,3,3,1,12036,"Améliorer la qualité du service."
386,"Homme",19,"Dakar-Plateau","Oui",3,"Parfois",14157,3,4,"Oui","Sécurité","Bouche-à-oreille",2,2,3,4,15465,"Ajouter plus de fonctionnalités."
387,"Femme",21,"Fann-Point E-Amitié","Oui",2,"Souvent",21423,1,2,"Oui","Livraison rapide","Bouche-à-oreille",5,2,2,2,16405,"Rendre les prix plus abordables."
388,"Femme",18,"Hann Bel-Air","Oui",2,"Parfois",13457,3,1,"Oui","Interface simple","Email",3,4,5,1,5968,"Ajouter plus de fonctionnalités."
389,"Femme",22,"Ouakam","Oui",2,"Souvent",19779,5,5,"Non","Sécurité","Affichage campus",5,5,5,3,10570,"Rendre les prix plus abordables."
390,"Femme",21,"Ouakam","Oui",5,"Parfois",18611,4,5,"Oui","Livraison rapide","Email",3,2,2,3,15767,"Offrir un essai gratuit."
391,"Homme",26,"Yoff","Non",5,"Parfois",16158,4,3,"Oui","Livraison rapide","Réseaux sociaux",4,3,5,4,13564,"Ajouter plus de fonctionnalités."
392,"Femme",19,"Dakar-Plateau","Oui",1,"Parfois",14614,2,3,"Oui","Offre personnalisée","Affichage campus",3,3,1,1,14013,"Améliorer la qualité du service."
393,"Homme",27,"Dakar-Plateau","Oui",3,"Parfois",14676,3,3,"Oui","Livraison rapide","Bouche-à-oreille",2,1,5,3,10761,"Rendre les prix plus abordables."
394,"Homme",26,"Hann Bel-Air","Non",5,"Jamais",12863,2,3,"Oui","Livraison rapide","Affichage campus",1,3,2,5,13823,"Rendre les prix plus abordables."
395,"Femme",20,"Fann-Point E-Amitié","Oui",2,"Parfois",18223,4,5,"Oui","Offre personnalisée","Affichage campus",2,1,4,2,16110,"Améliorer la qualité du service."
396,"Femme",25,"Fann-Point E-Amitié","Oui",3,"Très souvent",22496,4,5,"Oui","Offre personnalisée","Affichage campus",4,4,4,4,15721,"Ajouter plus de fonctionnalités."
397,"Femme",19,"Patte d'Oie","Oui",1,"Parfois",18942,3,4,"Oui","Livraison rapide","Réseaux sociaux",5,4,3,3,15710,"Ajouter plus de fonctionnalités."
398,"Femme",20,"Patte d'Oie","Oui",4,"Souvent",17579,5,3,"Oui","Livraison rapide","Réseaux sociaux",4,1,5,3,10899,"Ajouter plus de fonctionnalités."
399,"Femme",22,"Ouakam","Oui",5,"Souvent",20370,5,4,"Oui","Offre personnalisée","Email",2,3,1,4,12376,"Ajouter plus de fonctionnalités."
400,"Homme",20,"Dakar-Plateau","Oui",4,"Souvent",14826,2,2,"Oui","Livraison rapide","Bouche-à-oreille",3,5,4,1,11466,"Offrir un essai gratuit."
401,"Homme",29,"Gueule Tapée-Fass-Colobane","Oui",1,"Souvent",21372,3,2,"Oui","Prix bas","Affichage campus",5,4,4,1,16682,"Offrir un essai gratuit."
402,"Femme",21,"Hann Bel-Air","Oui",1,"Parfois",12910,2,2,"Oui","Interface simple","Affichage campus",2,1,5,2,11531,"Rendre les prix plus abordables."
403,"Homme",28,"Grand Dakar","Oui",2,"Très souvent",18353,5,5,"Non","Sécurité","Bouche-à-oreille",3,2,4,3,13992,"Rendre les prix plus abordables."
404,"Homme",26,"Gueule Tapée-Fass-Colobane","Non",2,"Rarement",17461,2,2,"Oui","Interface simple","Email",5,4,2,4,16705,"Ajouter plus de fonctionnalités."
405,"Femme",21,"Fann-Point E-Amitié","Oui",4,"Parfois",17986,4,4,"Oui","Offre personnalisée","Bouche-à-oreille",1,3,2,3,16293,"Rendre les prix plus abordables."
406,"Femme",25,"Dakar-Plateau","Non",3,"Parfois",9106,3,3,"Oui","Livraison rapide","Email",2,5,3,4,9646,"Rendre les prix plus abordables."
407,"Homme",21,"Grand Dakar","Oui",5,"Très souvent",16074,4,3,"Oui","Livraison rapide","Email",3,2,3,5,14462,"Améliorer la qualité du service."
408,"Femme",27,"Gueule Tapée-Fass-Colobane","Oui",2,"Souvent",9970,4,2,"Oui","Livraison rapide","Bouche-à-oreille",1,3,5,1,10391,"Offrir un essai gratuit."
409,"Femme",22,"Fann-Point E-Amitié","Non",4,"Rarement",8272,2,2,"Oui","Prix bas","Affichage campus",4,5,2,3,13318,"Ajouter plus de fonctionnalités."
410,"Homme",24,"Grand Dakar","Oui",4,"Souvent",13895,4,4,"Non","Livraison rapide","Email",5,2,3,1,7949,"Bonne initiative pour les étudiants."
411,"Femme",19,"Hann Bel-Air","Non",3,"Parfois",15171,4,3,"Oui","Offre personnalisée","Bouche-à-oreille",4,4,2,4,13799,"Ajouter plus de fonctionnalités."
412,"Homme",24,"Patte d'Oie","Non",2,"Rarement",11039,1,1,"Oui","Prix bas","SMS",1,5,3,5,8820,"Offrir un essai gratuit."
413,"Femme",24,"Hann Bel-Air","Oui",4,"Parfois",13926,2,3,"Non","Livraison rapide","Affichage campus",2,5,3,2,5424,"Ajouter plus de fonctionnalités."
414,"Femme",21,"Ngor","Oui",3,"Très souvent",21886,3,3,"Oui","Sécurité","SMS",1,2,1,1,16348,"Améliorer la qualité du service."
415,"Femme",21,"Ngor","Non",5,"Parfois",12385,2,2,"Oui","Interface simple","SMS",2,1,1,2,10852,"Ajouter plus de fonctionnalités."
416,"Femme",25,"Parcelles Assainies","Non",3,"Parfois",10359,4,5,"Oui","Livraison rapide","Affichage campus",2,2,1,1,11301,"Offrir un essai gratuit."
417,"Homme",26,"Mermoz-Sacré-Cœur","Oui",5,"Souvent",11035,5,5,"Oui","Offre personnalisée","Affichage campus",3,4,3,2,14561,"Rendre les prix plus abordables."
418,"Femme",23,"Fann-Point E-Amitié","Oui",4,"Très souvent",22107,3,2,"Oui","Livraison rapide","Email",5,4,1,3,14702,"Rendre les prix plus abordables."
419,"Femme",25,"Dakar-Plateau","Oui",2,"Très souvent",12086,5,5,"Non","Offre personnalisée","Affichage campus",2,3,2,2,6758,"Offrir un essai gratuit."
420,"Femme",23,"Fann-Point E-Amitié","Oui",5,"Parfois",16712,2,1,"Oui","Interface simple","Email",5,5,3,4,10637,"Offrir un essai gratuit."
421,"Homme",20,"Yoff","Oui",3,"Très souvent",19938,3,3,"Non","Sécurité","SMS",2,5,4,1,12882,"Offrir un essai gratuit."
422,"Homme",24,"Patte d'Oie","Oui",3,"Parfois",16144,3,3,"Oui","Livraison rapide","Réseaux sociaux",2,3,1,1,13647,"Offrir un essai gratuit."
423,"Homme",23,"Yoff","Oui",1,"Très souvent",16398,4,4,"Oui","Offre personnalisée","SMS",5,5,5,1,12818,"Offrir un essai gratuit."
424,"Femme",27,"Mermoz-Sacré-Cœur","Oui",3,"Très souvent",17502,3,3,"Non","Livraison rapide","Affichage campus",2,4,5,1,8697,"Bonne initiative pour les étudiants."
425,"Homme",27,"Ouakam","Oui",3,"Souvent",18711,2,3,"Non","Livraison rapide","Affichage campus",5,1,1,4,11943,"Améliorer la qualité du service."
426,"Homme",27,"Patte d'Oie","Oui",5,"Très souvent",18645,4,3,"Oui","Offre personnalisée","Réseaux sociaux",5,2,4,4,12943,"Bonne initiative pour les étudiants."
427,"Femme",20,"Patte d'Oie","Oui",2,"Parfois",10095,3,2,"Oui","Livraison rapide","Réseaux sociaux",5,4,2,2,10545,"Rendre les prix plus abordables."
428,"Femme",28,"Hann Bel-Air","Oui",2,"Très souvent",16297,5,4,"Oui","Sécurité","Bouche-à-oreille",2,3,3,3,13194,"Améliorer la qualité du service."
429,"Femme",26,"Patte d'Oie","Oui",5,"Souvent",18147,3,3,"Oui","Sécurité","Réseaux sociaux",1,2,2,5,18383,"Rendre les prix plus abordables."
430,"Homme",20,"Dakar-Plateau","Non",3,"Rarement",8752,3,3,"Oui","Livraison rapide","Affichage campus",4,4,5,4,11602,"Rendre les prix plus abordables."
431,"Homme",28,"Patte d'Oie","Non",5,"Jamais",7061,1,1,"Oui","Livraison rapide","SMS",5,3,5,4,8437,"Ajouter plus de fonctionnalités."
432,"Homme",25,"Hann Bel-Air","Oui",3,"Très souvent",14189,3,4,"Non","Sécurité","Affichage campus",1,1,5,5,10822,"Offrir un essai gratuit."
433,"Femme",25,"Grand Dakar","Oui",5,"Parfois",11530,3,2,"Oui","Prix bas","Email",5,4,5,2,9466,"Améliorer la qualité du service."
434,"Homme",26,"Yoff","Oui",3,"Parfois",14085,2,3,"Oui","Offre personnalisée","SMS",1,1,2,1,14136,"Bonne initiative pour les étudiants."
435,"Femme",23,"Ouakam","Oui",4,"Très souvent",16514,3,2,"Oui","Interface simple","Bouche-à-oreille",1,2,5,2,12248,"Ajouter plus de fonctionnalités."
436,"Homme",25,"Yoff","Oui",4,"Parfois",14459,3,3,"Oui","Offre personnalisée","SMS",1,4,4,3,12507,"Améliorer la qualité du service."
437,"Femme",19,"Ouakam","Oui",3,"Parfois",19379,3,3,"Oui","Livraison rapide","Bouche-à-oreille",4,5,1,5,15626,"Améliorer la qualité du service."
438,"Femme",18,"Fann-Point E-Amitié","Oui",1,"Souvent",18470,4,3,"Oui","Offre personnalisée","Bouche-à-oreille",3,5,5,1,16771,"Rendre les prix plus abordables."
439,"Femme",19,"Parcelles Assainies","Oui",4,"Très souvent",10565,4,5,"Oui","Sécurité","Affichage campus",1,5,3,3,13584,"Bonne initiative pour les étudiants."
440,"Femme",20,"Yoff","Oui",1,"Parfois",18269,1,2,"Oui","Livraison rapide","SMS",5,4,4,1,17101,"Offrir un essai gratuit."
441,"Femme",21,"Hann Bel-Air","Oui",3,"Parfois",19167,2,1,"Oui","Prix bas","Affichage campus",4,4,3,4,11914,"Ajouter plus de fonctionnalités."
442,"Homme",22,"Parcelles Assainies","Oui",5,"Très souvent",15955,3,3,"Oui","Sécurité","Bouche-à-oreille",5,1,5,1,11988,"Améliorer la qualité du service."
443,"Homme",23,"Grand Dakar","Non",3,"Rarement",3843,2,4,"Non","Livraison rapide","Affichage campus",3,1,4,5,4522,"Bonne initiative pour les étudiants."
444,"Femme",20,"Gueule Tapée-Fass-Colobane","Oui",4,"Souvent",15271,4,3,"Non","Livraison rapide","Affichage campus",3,5,2,5,9380,"Bonne initiative pour les étudiants."
445,"Homme",24,"Ngor","Oui",3,"Souvent",15826,5,5,"Non","Offre personnalisée","SMS",2,3,3,1,14249,"Rendre les prix plus abordables."
446,"Homme",25,"Yoff","Non",1,"Parfois",14296,4,5,"Oui","Livraison rapide","SMS",2,4,1,2,15914,"Bonne initiative pour les étudiants."
447,"Homme",22,"Patte d'Oie","Oui",4,"Parfois",18701,3,2,"Oui","Livraison rapide","Réseaux sociaux",4,3,5,2,9332,"Améliorer la qualité du service."
448,"Femme",20,"Patte d'Oie","Non",1,"Parfois",4411,4,5,"Non","Offre personnalisée","SMS",1,3,3,5,7534,"Bonne initiative pour les étudiants."
449,"Femme",20,"Gueule Tapée-Fass-Colobane","Oui",2,"Très souvent",14638,5,4,"Oui","Offre personnalisée","Bouche-à-oreille",4,3,3,2,17379,"Améliorer la qualité du service."
450,"Homme",23,"Parcelles Assainies","Non",2,"Rarement",9303,2,2,"Oui","Livraison rapide","Affichage campus",3,5,2,1,10783,"Bonne initiative pour les étudiants."
451,"Homme",26,"Patte d'Oie","Oui",3,"Très souvent",13516,5,5,"Non","Sécurité","Réseaux sociaux",4,1,3,3,11485,"Rendre les prix plus abordables."
452,"Femme",25,"Patte d'Oie","Non",1,"Parfois",13696,4,5,"Oui","Offre personnalisée","Réseaux sociaux",2,2,5,2,14348,"Améliorer la qualité du service."
453,"Femme",19,"Dakar-Plateau","Oui",3,"Souvent",15059,3,5,"Oui","Livraison rapide","Bouche-à-oreille",2,5,4,1,12108,"Bonne initiative pour les étudiants."
454,"Femme",22,"Grand Dakar","Non",4,"Parfois",8543,3,3,"Oui","Livraison rapide","Email",1,4,1,1,10032,"Ajouter plus de fonctionnalités."
455,"Femme",24,"Ngor","Oui",1,"Très souvent",15986,5,5,"Oui","Livraison rapide","SMS",2,1,5,2,15928,"Rendre les prix plus abordables."
456,"Homme",19,"Grand Dakar","Non",3,"Parfois",9599,3,2,"Oui","Prix bas","Email",4,4,2,1,12162,"Offrir un essai gratuit."
457,"Homme",27,"Gueule Tapée-Fass-Colobane","Oui",4,"Très souvent",17444,4,4,"Non","Sécurité","Bouche-à-oreille",5,1,4,4,12189,"Rendre les prix plus abordables."
458,"Homme",24,"Gueule Tapée-Fass-Colobane","Non",2,"Rarement",6286,2,1,"Oui","Livraison rapide","Affichage campus",3,4,2,4,9943,"Offrir un essai gratuit."
459,"Femme",18,"Ngor","Oui",2,"Souvent",11868,4,4,"Oui","Livraison rapide","SMS",5,5,2,2,9779,"Améliorer la qualité du service."
460,"Femme",22,"Grand Dakar","Non",3,"Parfois",15173,3,4,"Oui","Livraison rapide","Affichage campus",5,3,3,5,15054,"Offrir un essai gratuit."
461,"Homme",26,"Patte d'Oie","Oui",4,"Parfois",25928,3,3,"Non","Livraison rapide","SMS",5,3,3,5,13160,"Rendre les prix plus abordables."
462,"Femme",25,"Grand Dakar","Non",4,"Parfois",12943,3,3,"Oui","Offre personnalisée","Email",4,3,5,3,13032,"Bonne initiative pour les étudiants."
463,"Femme",25,"Gueule Tapée-Fass-Colobane","Oui",3,"Très souvent",17213,3,3,"Non","Livraison rapide","Email",4,2,5,2,9485,"Ajouter plus de fonctionnalités."
464,"Femme",21,"Ouakam","Non",1,"Jamais",11331,1,1,"Oui","Prix bas","Bouche-à-oreille",3,1,3,2,9999,"Offrir un essai gratuit."
465,"Homme",29,"Yoff","Oui",4,"Parfois",18971,4,4,"Oui","Sécurité","SMS",3,3,1,1,16652,"Ajouter plus de fonctionnalités."
466,"Femme",18,"Fann-Point E-Amitié","Oui",5,"Parfois",17149,2,1,"Oui","Interface simple","Affichage campus",5,2,3,4,8955,"Offrir un essai gratuit."
467,"Femme",26,"Ngor","Oui",2,"Très souvent",14816,4,4,"Non","Sécurité","Réseaux sociaux",2,2,3,2,12426,"Améliorer la qualité du service."
468,"Homme",24,"Parcelles Assainies","Oui",3,"Souvent",15270,3,3,"Oui","Livraison rapide","Affichage campus",4,1,1,5,14847,"Rendre les prix plus abordables."
469,"Femme",20,"Ouakam","Oui",3,"Parfois",15622,3,3,"Non","Offre personnalisée","Email",1,5,1,5,11430,"Offrir un essai gratuit."
470,"Homme",22,"Gueule Tapée-Fass-Colobane","Oui",2,"Souvent",15721,4,4,"Oui","Offre personnalisée","Affichage campus",3,1,3,3,16505,"Améliorer la qualité du service."
471,"Femme",19,"Hann Bel-Air","Non",5,"Parfois",10579,2,1,"Oui","Prix bas","Bouche-à-oreille",2,2,3,4,7745,"Ajouter plus de fonctionnalités."
472,"Homme",24,"Ouakam","Non",2,"Rarement",10318,3,4,"Non","Livraison rapide","Bouche-à-oreille",2,2,1,5,9538,"Améliorer la qualité du service."
473,"Femme",25,"Mermoz-Sacré-Cœur","Non",4,"Rarement",11615,3,4,"Oui","Offre personnalisée","Affichage campus",2,2,5,1,12097,"Bonne initiative pour les étudiants."
474,"Homme",23,"Mermoz-Sacré-Cœur","Non",2,"Parfois",8526,3,2,"Oui","Livraison rapide","Email",3,5,2,4,14527,"Offrir un essai gratuit."
475,"Homme",23,"Yoff","Oui",5,"Très souvent",19365,4,4,"Non","Sécurité","Réseaux sociaux",2,4,4,3,13726,"Bonne initiative pour les étudiants."
476,"Femme",19,"Patte d'Oie","Oui",5,"Souvent",18401,4,3,"Oui","Livraison rapide","Réseaux sociaux",1,1,4,5,14939,"Améliorer la qualité du service."
477,"Homme",19,"Dakar-Plateau","Non",2,"Jamais",6547,1,1,"Oui","Livraison rapide","Email",2,2,3,2,4819,"Ajouter plus de fonctionnalités."
478,"Femme",30,"Fann-Point E-Amitié","Oui",2,"Parfois",18604,2,2,"Oui","Prix bas","Email",1,1,3,4,11441,"Améliorer la qualité du service."
479,"Femme",18,"Ouakam","Oui",2,"Très souvent",13374,4,5,"Oui","Livraison rapide","Affichage campus",1,1,1,5,13020,"Offrir un essai gratuit."
480,"Homme",22,"Gueule Tapée-Fass-Colobane","Oui",5,"Parfois",16205,2,2,"Non","Interface simple","Affichage campus",2,1,5,2,12621,"Bonne initiative pour les étudiants."
481,"Femme",25,"Yoff","Oui",3,"Très souvent",13003,4,4,"Non","Livraison rapide","Réseaux sociaux",3,2,5,5,9355,"Bonne initiative pour les étudiants."
482,"Homme",21,"Parcelles Assainies","Oui",1,"Très souvent",12265,2,3,"Oui","Offre personnalisée","Email",3,1,5,3,16601,"Bonne initiative pour les étudiants."
483,"Femme",18,"Ouakam","Oui",5,"Souvent",15674,3,4,"Oui","Sécurité","Email",5,5,5,1,15325,"Améliorer la qualité du service."
484,"Homme",27,"Yoff","Oui",1,"Parfois",17672,3,2,"Non","Prix bas","SMS",3,5,3,2,11235,"Bonne initiative pour les étudiants."
485,"Homme",29,"Patte d'Oie","Non",1,"Parfois",7578,4,4,"Non","Sécurité","Réseaux sociaux",2,2,5,2,6860,"Ajouter plus de fonctionnalités."
486,"Femme",22,"Gueule Tapée-Fass-Colobane","Oui",1,"Souvent",16300,4,3,"Oui","Offre personnalisée","Affichage campus",3,2,4,2,11426,"Ajouter plus de fonctionnalités."
487,"Femme",25,"Ngor","Oui",2,"Parfois",9678,2,3,"Oui","Sécurité","SMS",3,3,1,1,6472,"Améliorer la qualité du service."
488,"Homme",25,"Parcelles Assainies","Oui",3,"Parfois",15213,3,3,"Oui","Offre personnalisée","Affichage campus",4,2,2,3,17675,"Améliorer la qualité du service."
